qid,level,tag,tag_kr,sub,sub_kr,situation_kr,partner_jp,partner_mp3,partner_kr,answer_jp,answer_mp3,answer_kr,d1_jp,d2_jp,d3_jp,hint_kr,mode,section,stage,explain_kr
R196,N4,relationship,관계 형성,closing,마무리,오늘 여러 가지를 알게 되어 좋았다는 말에 자신에게도 좋은 시간이었다고 답하는 상황,今日はいろいろ知ることができてよかったです。,386.mp3,오늘 여러 가지를 알게 되어 좋았어요.,私にとっても、とてもいい時間でした。,396.mp3,저한테도 아주 좋은 시간이었어요.,私は普段こういう話題をあまり選びません。,今日は駅まで思ったより近かったです。,明日は家でゆっくりしたいと思っています。,"상대가 오늘 만남을 긍정적으로 정리하면, 자신에게도 좋았다고 정중하게 받아보세요.",real,4,1,‘私にとっても’는 나에게도 역시라는 뜻입니다. 상대의 만족감을 받아서 서로 좋은 시간이었다고 정리할 때 자연스럽습니다.
R197,N4,relationship,관계 형성,closing,마무리,가까운 시일 안에 다시 만날 수 있으면 좋겠다는 말에 자신도 그렇게 생각한다고 답하는 상황,近いうちにまた会えるといいですね。,387.mp3,가까운 시일 안에 또 볼 수 있으면 좋겠네요.,私もそう思います。またぜひお願いします。,397.mp3,저도 그렇게 생각해요. 다음에도 꼭 부탁드려요.,私は人前で話すのが好きなんですよ。,今日はこのあと少し用事を済ませて帰ります。,その件についてはまだよくわかっていません。,다시 만나자는 여지를 남길 때는 자신도 같은 마음이라고 답하면 좋습니다.,real,4,1,‘また会えるといいですね’는 다음 만남을 기대하는 부드러운 표현입니다. ‘私もそう思います’로 받으면 부담 없이 호감을 이어갈 수 있습니다.
R198,N4,relationship,관계 형성,closing,마무리,다음에 밥이라도 먹으러 가자는 제안에 좋다고 하며 기대된다고 답하는 상황,今度、ごはんでも行きましょう。,388.mp3,다음에 밥이라도 먹으러 가요.,いいですね。楽しみです。,398.mp3,좋네요. 기대돼요.,私は今日はもう少し歩いてから帰ります。,このあと雨が降らないといいですね。,明日は少し忙しくなりそうです。,다음 만남 제안에는 좋다고 반응한 뒤 기대된다고 덧붙이면 자연스럽습니다.,real,4,1,"楽しみです는 앞으로 있을 일에 대해 기대하고 있다, 기다려진다는 뜻으로 아주 자주 쓰는 표현입니다."
R199,N4,relationship,관계 형성,closing,마무리,오늘 정말 감사했다는 말에 저야말로 감사했다고 답하는 상황,今日は本当にありがとうございました。,389.mp3,오늘은 정말 감사했습니다.,こちらこそ、ありがとうございました。,399.mp3,저야말로 감사했습니다.,私は今日は少し早く帰れそうです。,この辺は昼より夜のほうが静かですね。,明日は天気がよくなると聞きました。,감사 인사에는 ‘저야말로’라는 뜻의 こちらこそ를 붙이면 더 자연스럽습니다.,real,4,1,"‘こちらこそ’는 저야말로라는 뜻입니다. 상대의 감사 인사에 응답할 때 아주 자주 쓰이며, 서로 예의를 갖춘 마무리를 만들 수 있습니다."
R200,N4,relationship,관계 형성,closing,마무리,조심히 들어가라는 말에 감사하며 상대도 조심하라고 답하는 상황,気をつけて帰ってくださいね。,390.mp3,조심히 들어가세요.,ありがとうございます。そちらもお気をつけて。,400.mp3,감사합니다. 그쪽도 조심히 들어가세요.,私は今日は駅まで歩いて帰るつもりです。,この時間は電車が少し混みますね。,明日は早めに起きる予定なんです。,헤어질 때는 인사를 받은 뒤 상대에게도 같은 배려를 돌려주면 좋습니다.,real,4,1,‘お気をつけて’는 조심하라는 뜻의 정중한 표현입니다. 상대의 배려를 받은 뒤 그대로 돌려주면 따뜻한 마무리가 됩니다.
R201,N4,cafe,카페,enter,카페 입장,카페에 들어와 매장에서 먹고 가는지 물었을 때,いらっしゃいませ。店内でお召し上がりですか。,401.mp3,어서 오세요. 매장에서 드시나요?,はい、店内でお願いします。,411.mp3,"네, 매장에서 먹을 거예요.",はい、大丈夫ですよ。,すみません、申し遅れました。,先に注文したほうがいいですか。,매장 이용 여부를 묻는 말이므로 “店内でお願いします”로 자연스럽게 답해보세요.,real,5,1,‘店内でお願いします’는 매장에서 먹고 가겠다고 할 때 가장 무난하게 쓸 수 있는 표현입니다.
R202,N4,cafe,카페,enter,카페 입장,직원이 몇 명인지 물었을 때,何名様ですか。,402.mp3,몇 분이세요?,一人です。,412.mp3,한 명입니다.,窓側の席が空いていたら、そちらがいいです。,いくつに見えますか。,先にメニューを見てもいいですか。,인원수를 간단하게 말하면 됩니다.,real,5,1,‘何名様ですか’에는 숫자만 간단히 답해도 자연스럽습니다. 혼자라면 ‘一人です’가 가장 기본입니다.
R203,N4,cafe,카페,enter,카페 입장,빈 자리를 안내받았을 때 주문 순서를 확인하는 상황,こちらの空いている席へどうぞ。,403.mp3,이쪽의 빈 자리를 이용하세요.,注文は先に席を取ってからでも大丈夫ですか。,413.mp3,주문은 자리 먼저 잡고 해도 되나요?,お腹空いてきました。,このあと駅の近くまで歩くつもりです。,大盛でお願いします。,자리 안내를 받은 뒤 주문 순서를 확인하는 질문입니다.,real,5,1,"먼저 자리를 잡아도 되는지 확인하는 흐름으로, 카페에 들어갔을 때 실제로 자주 물을 수 있는 내용입니다."
R204,N4,cafe,카페,enter,카페 입장,직원이 짐은 옆자리에 두어도 된다고 안내했을 때,はい、大丈夫ですよ。お荷物は、隣の席に置いていただいて大丈夫ですよ。,404.mp3,"네, 괜찮습니다. 짐은 옆자리에 두셔도 됩니다.",ありがとうございます。助かります。,414.mp3,감사합니다. 살았네요.,気にしないでください。,おいくつですか。,今日は思ったより早く終わりそうです。,배려를 받았을 때는 감사와 안도감을 함께 전하면 자연스럽습니다.,real,5,1,‘助かります’는 상대의 배려가 실제로 도움이 된다는 느낌을 전할 때 자주 쓰는 표현입니다.
R205,N4,cafe,카페,enter,카페 입장,메뉴를 받으면서 추천 메뉴를 물어보고 싶을 때,メニューはこちらになります。ごゆっくりご覧ください。,405.mp3,메뉴는 여기 있습니다. 천천히 보세요.,ありがとうございます。おすすめがあれば、教えていただけますか。,415.mp3,감사합니다. 추천 메뉴 있으면 알려주실 수 있을까요?,来週なら少し余裕が出ると思います。,オープンは何時からですか。,この辺は昼より夜のほうが静かですね。,추천 메뉴를 물어보고 싶다면 “おすすめがあれば”를 떠올려 보세요.,real,5,1,‘おすすめがあれば、教えていただけますか’는 메뉴를 받았을 때 자연스럽게 이어지는 공손한 질문입니다.
R206,N4,cafe,카페,enter,카페 입장,직원이 오늘의 추천 메뉴를 알려줬을 때 취향을 덧붙여 다시 물어보는 상황,今日のおすすめは、季節のラテとチーズケーキになります。,406.mp3,오늘의 추천은 계절 라테와 치즈케이크입니다.,そうなんですね。甘すぎないものがよければ、どちらがおすすめですか。,416.mp3,그렇군요. 너무 달지 않은 게 좋으면 어느 쪽을 추천하시나요?,わかりました。3時にしましょう。,その件についてはまだよくわかっていません。,その前に少し休んだほうがよさそうです。,취향을 덧붙여 다시 물을 때는 “甘すぎないものがよければ”가 유용합니다.,real,5,1,"단순히 추천을 듣는 데서 끝나지 않고, 자신의 취향을 덧붙여 다시 묻는 흐름이라 학습 가치가 높습니다."
R207,N4,cafe,카페,enter,카페 입장,직원이 덜 단 쪽으로 라테를 추천해 줬을 때,でしたら、季節のラテのほうが飲みやすいと思います。,407.mp3,그렇다면 계절 라테 쪽이 더 마시기 편할 거예요.,じゃあ、それも気になりますね。もう少し見てみます。,417.mp3,그럼 그것도 끌리네요. 조금 더 봐볼게요.,その前に少し確認しておきたいです。,夜はなるべく早く休むようにしています。,私はにぎやかな場所が少し苦手です。,추천을 들은 뒤 바로 정하지 않고 잠시 더 보겠다는 흐름입니다.,real,5,1,"‘気になります’는 마음이 끌린다는 뜻으로, 추천을 듣고 긍정적으로 반응할 때 자연스럽게 쓸 수 있습니다."
R208,N4,cafe,카페,enter,카페 입장,직원이 물은 셀프라고 안내했을 때,お水はセルフサービスになっておりますので、あちらをご利用ください。,408.mp3,물은 셀프서비스라서 저쪽을 이용해 주세요.,分かりました。あとで取りに行きます。,418.mp3,알겠습니다. 나중에 가지러 갈게요.,オープンは何時からですか。,気にしないでください。,大盛でお願いします。,안내를 들은 뒤 바로 행동 계획을 말해보세요.,real,5,1,‘あとで取りに行きます’는 단순한 “알겠습니다”보다 실제 행동이 들어가 더 자연스럽습니다.
R209,N4,cafe,카페,enter,카페 입장,주문이 정해지면 불러 달라고 했을 때,ご注文がお決まりになりましたら、お声がけください。,409.mp3,주문이 정해지면 불러 주세요.,分かりました。もう少し見てから、お願いします。,419.mp3,알겠습니다. 조금 더 보고 나서 주문할게요.,かしこまりました。,はい、大丈夫ですよ。,席で注文できるんですね。,아직 결정하지 않았으므로 조금 더 보고 부탁하겠다는 흐름입니다.,real,5,1,‘もう少し見てから、お願いします’는 아직 메뉴를 더 보고 싶을 때 부담 없이 쓸 수 있는 표현입니다.
R210,N4,cafe,카페,enter,카페 입장,직원이 편하게 있으라고 마무리 인사를 했을 때,ごゆっくりどうぞ。,410.mp3,편안한 시간 되세요.,どうも。,420.mp3,고마워요.,ありがとうございます。失礼します。,その件についてはまだよくわかっていません。,お水はあとで取りに行きます。,가볍게 인사를 받는 자리에서는 짧게 반응해도 자연스럽습니다.,real,5,1,여기서는 꼭 길게 답하지 않아도 됩니다. ‘どうも’처럼 짧게 받는 말이 오히려 현실 회화에 가깝습니다.
R211,N4,cafe,카페,order,주문,카페에서 주문할 메뉴를 말할 때,ご注文はお決まりですか。,421.mp3,주문은 정하셨나요?,はい、カフェラテをお願いします。,431.mp3,"네, 카페라테 주세요.",はい、アイスでお願いします。,Mサイズでお願いします。,チーズケーキも一つお願いします。,무엇을 주문할지 바로 말해보세요.,real,5,1,주문을 말할 때는 ‘〜をお願いします’가 가장 기본적이고 자연스럽습니다.
R212,N4,cafe,카페,order,주문,점원이 음료의 온도를 확인할 때,お飲み物はアイスでよろしいですか。,422.mp3,음료는 아이스로 드릴까요?,はい、アイスでお願いします。,432.mp3,"네, 아이스로 주세요.",はい、店内でお願いします。,それもいいですね！,カードでお願いします。,아이스로 해 달라고 짧게 답해보세요.,real,5,1,점원이 옵션을 확인할 때는 ‘はい、〜でお願いします’로 간단히 답하면 자연스럽습니다.
R213,N4,cafe,카페,order,주문,카페에서 음료 사이즈를 고를 때,サイズはいかがなさいますか。,423.mp3,사이즈는 어떻게 하시겠어요?,Mサイズでお願いします。,433.mp3,M 사이즈로 주세요.,はい、アイスでお願いします。,では、少なめでお願いします。,はい、カフェラテをお願いします。,사이즈를 하나 골라 말해보세요.,real,5,1,사이즈를 말할 때도 ‘〜でお願いします’ 패턴을 그대로 쓰면 됩니다.
R214,N4,cafe,카페,order,주문,점원이 얼음 양을 조절할 수 있다고 할 때,氷は少なめにもできますが、どうされますか。,424.mp3,"얼음은 적게도 가능한데, 어떻게 하시겠어요?",では、少なめでお願いします。,434.mp3,그럼 적게 주세요.,はい、アイスでお願いします。,はい、店内でお願いします。,どうも。,얼음을 적게 해 달라고 답해보세요.,real,5,1,제안을 받은 뒤 선택할 때는 ‘では、〜でお願いします’가 부드럽습니다.
R215,N4,cafe,카페,order,주문,매장에서 먹고 갈지 묻는 말을 들었을 때,店内でお召し上がりですか。,425.mp3,매장에서 드시고 가시나요?,はい、店内でお願いします。,435.mp3,"네, 매장에서 먹을 거예요.",はい、アイスでお願いします。,カードでお願いします。,いいえ、大丈夫です。,매장에서 먹는다고 답해보세요.,real,5,1,점내 이용 여부는 ‘店内でお願いします’로 간단히 말하면 됩니다.
R216,N4,cafe,카페,order,주문,점원이 추가 주문이 있는지 물을 때,ほかにご注文はございますか。,426.mp3,추가 주문은 있으신가요?,チーズケーキも一つお願いします。,436.mp3,치즈케이크도 하나 주세요.,はい、それでお願いします。,Mサイズでお願いします。,はい、店内でお願いします。,추가로 디저트 하나를 더 주문해보세요.,real,5,1,추가 주문은 ‘〜も一つお願いします’처럼 ‘も’를 넣으면 자연스럽습니다.
R217,N4,cafe,카페,order,주문,주문 내용을 다 확인한 뒤 마지막으로 물을 때,以上でよろしいでしょうか。,427.mp3,주문은 이걸로 다 맞으실까요?,はい、それでお願いします。,437.mp3,"네, 그걸로 주세요.",はい、アイスでお願いします。,どうも。,カードでお願いします。,주문이 끝났다고 자연스럽게 말해보세요.,real,5,1,주문을 마무리할 때는 ‘それでお願いします’가 많이 쓰입니다.
R218,N4,cafe,카페,order,주문,점원이 계산 금액을 알려줄 때,お会計はあわせて八百円になります。,428.mp3,총 800엔입니다.,カードでお願いします。,438.mp3,카드로 할게요.,はい、店内でお願いします。,いいえ、大丈夫です。,Mサイズでお願いします。,결제 수단을 짧게 말해보세요.,real,5,1,결제할 때는 ‘カードでお願いします’처럼 수단만 말해도 충분히 자연스럽습니다.
R219,N4,cafe,카페,order,주문,영수증이 필요한지 물어볼 때,レシートはご利用ですか。,429.mp3,영수증은 필요하신가요?,いいえ、大丈夫です。,439.mp3,"아니요, 괜찮아요.",はい、それでお願いします。,カードでお願いします。,どうも。,필요 없다고 짧게 답해보세요.,real,5,1,일본어에서는 영수증을 거절할 때 ‘いいえ、大丈夫です’가 매우 자주 쓰입니다.
R220,N4,cafe,카페,order,주문,주문이 끝나고 완성되면 불러주겠다고 할 때,ありがとうございます。商品ができましたら、お呼びします。,430.mp3,감사합니다. 상품이 준비되면 불러드리겠습니다.,どうも。,440.mp3,"네, 감사합니다.",はい、それでお願いします。,いいえ、大丈夫です。,カードでお願いします。,가볍게 받아주는 짧은 반응을 떠올려 보세요.,real,5,1,‘どうも’는 여기서 가볍게 응대하는 실제 손님 말투로 자연스럽게 쓰일 수 있습니다.
R221,N4,cafe,카페,taste,맛 표현,카페라테를 마셔보고 맛이 어떤지 물을 때,カフェラテ、どうですか。飲みやすいですか。,441.mp3,카페라테 어때요? 마시기 편해요?,ちょうどよくて、飲みやすいです。,451.mp3,"딱 좋고, 마시기 편해요.",全然、甘すぎなくてちょうどいいです。,はい、少なめにしてよかったです。,今のところはカフェラテのほうが好きです。,"맛이 어떤지, 마시기 편한지 자연스럽게 말해보세요.",real,5,1,음료 맛을 부드럽게 말할 때는 ‘飲みやすいです’가 매우 자주 쓰입니다.
R222,N4,cafe,카페,taste,맛 표현,단맛이 너무 강하지 않은지 물을 때,甘さは強すぎませんか。,442.mp3,단맛이 너무 강하지 않아요?,全然、甘すぎなくてちょうどいいです。,452.mp3,"전혀요, 너무 달지 않고 딱 좋아요.",ちょうどよくて、飲みやすいです。,しっとりしていて、おいしいですよ。,落ち着いた味で、ゆっくり楽しめました。,너무 달지 않고 괜찮다고 말해보세요.,real,5,1,‘甘すぎなくてちょうどいいです’는 단맛이 부담스럽지 않다고 말할 때 자연스럽습니다.
R223,N4,cafe,카페,taste,맛 표현,음료의 얼음 양이 괜찮은지 물을 때,氷の量は気になりませんか。,443.mp3,얼음 양은 괜찮아요?,はい、少なめにしてよかったです。,453.mp3,"네, 적게 해달라고 하길 잘했어요.",では、少なめでお願いします。,いいえ、帰りたいです。,カードでお願いします。,얼음을 적게 한 게 좋았다고 말해보세요.,real,5,1,주문 후 느낌을 말할 때는 ‘〜してよかったです’로 만족감을 자연스럽게 표현할 수 있습니다.
R224,N4,cafe,카페,taste,맛 표현,치즈케이크를 먹어보고 어떤지 말할 때,チーズケーキはどうですか。,444.mp3,치즈케이크는 어때요?,しっとりしていて、おいしいですよ。,454.mp3,촉촉하고 맛있어요.,全然、甘すぎなくてちょうどいいです。,たぶん、チーズケーキもまた頼むと思います。,どうも。,치즈케이크의 식감과 맛을 함께 말해보세요.,real,5,1,디저트의 식감을 말할 때는 ‘しっとりしていて’가 자주 쓰이는 표현입니다.
R225,N4,cafe,카페,taste,맛 표현,치즈케이크가 생각보다 무겁지 않은지 물을 때,思ったより重くないですか。,445.mp3,생각보다 무겁지 않아요?,いえいえ、意外と軽くて食べやすいです。,455.mp3,"아니요, 의외로 가볍고 먹기 편해요.",ちょうどよくて、飲みやすいです。,はい、一緒に食べると、よく合いますね。,今のところはカフェラテのほうが好きです。,의외로 가볍고 먹기 편하다고 말해보세요.,real,5,1,예상과 다른 느낌을 말할 때는 ‘意外と〜’가 매우 자주 쓰입니다.
R226,N4,cafe,카페,taste,맛 표현,카페라테와 치즈케이크가 잘 어울리는지 물을 때,カフェラテとチーズケーキって、合いますか。,446.mp3,"카페라테랑 치즈케이크, 어울려요?",はい、一緒に食べると、よく合いますね。,456.mp3,"네, 같이 먹으면 잘 어울려요.",はい、店内でお願いします。,しっとりしていて、おいしいですよ。,カードでお願いします。,둘을 함께 먹으면 잘 어울린다고 말해보세요.,real,5,1,음식 궁합을 말할 때는 ‘よく合います’가 가장 기본적이고 자연스럽습니다.
R227,N4,cafe,카페,taste,맛 표현,마신 것과 먹은 것 중 어느 쪽이 더 마음에 들었는지 물을 때,この中だと、どちらのほうが気に入りましたか。,447.mp3,이 중에서는 어느 쪽이 더 마음에 들었어요?,今のところはカフェラテのほうが好きです。,457.mp3,지금까지는 카페라테 쪽이 더 좋아요.,先に席を取っても大丈夫ですか。,全然、甘すぎなくてちょうどいいです。,カードでお願いします。,지금까지는 카페라테 쪽이 더 좋다고 말해보세요.,real,5,1,비교해서 더 마음에 드는 쪽을 말할 때는 ‘〜のほうが好きです’가 가장 자연스럽습니다.
R228,N4,cafe,카페,taste,맛 표현,다시 주문한다면 무엇을 고를지 말할 때,また頼むとしたら、どちらにしますか。,448.mp3,또 주문한다면 어느 쪽으로 할 것 같아요?,たぶん、チーズケーキもまた頼むと思います。,458.mp3,아마 치즈케이크도 또 주문할 것 같아요.,今のところはカフェラテのほうが好きです。,はい、それでお願いします。,どうも。,다시 주문한다면 치즈케이크도 또 고를 것 같다고 말해보세요.,real,5,1,앞으로의 선택을 말할 때는 ‘また頼むと思います’처럼 말하면 자연스럽습니다.
R229,N4,cafe,카페,taste,맛 표현,전체적인 인상을 물을 때,全体的にどうでしたか。,449.mp3,전체적으로 어땠어요?,全体的に甘すぎなくて、ゆっくり楽しめました。,459.mp3,"전체적으로 너무 달지 않아서, 천천히 즐길 수 있었어요.",私も行ってみたいですよ。,ちょうどいいですね。,はい、一緒に食べたいですね。,너무 달지 않은 맛이라 천천히 즐길 수 있었다고 말해보세요.,real,5,1,전체적인 감상을 말할 때는 ‘全体的に’와 ‘楽しめました’를 함께 쓰면 자연스럽습니다.
R230,N4,cafe,카페,taste,맛 표현,입맛에 맞았는지 물을 때,お口に合いましたか。,450.mp3,입맛에 맞았어요?,そうですね、思っていたより満足できました。,460.mp3,"그러게요, 생각했던 것보다 만족스러웠어요.",昨日は忙しかったです。,この席、落ち着きますね。,いいえ、大丈夫です。,생각보다 만족스러웠다고 부드럽게 말해보세요.,real,5,1,전체 만족감을 말할 때는 ‘思っていたより満足できました’가 자연스럽게 쓰일 수 있습니다.
R231,N4,cafe,카페,recommend,추천,이 가게에서 무엇을 추천하는지 물을 때,この店で何かおすすめありますか。,461.mp3,이 가게에서 무슨 추천 메뉴가 있나요?,そうですね。カフェラテは飲みやすくておいしいですよ。,471.mp3,그러게요. 카페라테는 마시기 편하고 맛있어요.,今日はそこまでおなかが空いていないんです。,この席、落ち着きますね。,レシートは大丈夫です。,가게 추천을 물을 때는 ‘おすすめありますか’를 아주 자주 씁니다. 답할 때는 ‘〜は飲みやすくておいしいです’처럼 특징을 덧붙이면 자연스럽습니다.,real,5,1,추천 메뉴를 말할 때는 ‘おすすめ’와 함께 맛이나 장점을 짧게 덧붙이면 더 자연스럽습니다.
R232,N4,cafe,카페,recommend,추천,달콤한 것을 좋아하는 사람에게 무엇이 좋은지 물을 때,甘いものが好きなら、何がいいと思いますか。,462.mp3,단것을 좋아한다면 뭐가 좋을 것 같아요?,それなら、チーズケーキが食べやすくておいしいですね。,472.mp3,단것이라면 치즈케이크가 먹기 편하고 맛있어요.,アイスでお願いできますか。,この店はよく来るんですか。,先に席を取っても大丈夫ですか。,상대 조건에 맞춰 추천할 때는 ‘それなら’로 자연스럽게 이어갈 수 있습니다. ‘食べやすくておいしい’는 부담 없는 디저트를 추천할 때 쓰기 좋습니다.,real,5,1,상대 취향을 듣고 추천할 때는 ‘それなら’ 뒤에 구체적인 메뉴를 붙이면 자연스럽습니다.
R233,N4,cafe,카페,recommend,추천,무겁지 않은 메뉴를 찾을 때 무엇이 좋을지 물을 때,あまり重くないものがいいんですが、何がよさそうですか。,463.mp3,"너무 무겁지 않은 게 좋은데, 뭐가 괜찮을 것 같아요?",でしたら、カフェラテだけでも十分だと思います。,473.mp3,그렇다면 카페라테만으로도 충분하다고 생각해요.,チーズケーキも一つお願いします。,今日は少し早く帰れそうです。,このあと買い物に行く予定です。,부드럽게 제안할 때는 ‘でしたら’를 자주 씁니다. ‘〜だけでも十分だと思います’는 가볍게 즐기고 싶을 때 자연스럽습니다.,real,5,1,상대가 가벼운 선택을 원할 때는 ‘〜だけでも十分だと思います’로 부담 없는 추천을 할 수 있습니다.
R234,N4,cafe,카페,recommend,추천,든든하게 먹고 싶을 때 무엇이 좋은지 물을 때,逆に、しっかり食べたいときは何がいいですか。,464.mp3,반대로 든든하게 먹고 싶을 때는 뭐가 좋을까요?,そういうときは、ケーキも一緒に頼むといいでしょう。,474.mp3,그럴 때는 케이크도 같이 주문하면 좋겠네요.,店内でお願いします。,氷は少なめでお願いします。,今日はコーヒーだけで大丈夫です。,상황을 받아서 조언할 때는 ‘そういうときは’가 자연스럽습니다. ‘〜も一緒に頼むといいですね’는 추천을 부드럽게 말하는 패턴입니다.,real,5,1,조건에 따라 추천을 바꿀 때는 ‘そういうときは’를 쓰면 자연스럽게 흐름을 이어갈 수 있습니다.
R235,N4,cafe,카페,recommend,추천,처음 온 사람에게 무엇을 권하고 싶은지 물을 때,初めて来た人には、どれをすすめたいですか。,465.mp3,처음 온 사람에게는 무엇을 권하고 싶어요?,まずはカフェラテを頼んでみるといいと思います。,475.mp3,우선은 카페라테를 주문해 보면 좋을 거예요.,この店、思ったより広いですね。,あとで水を取りに行きます。,今日は少し甘いものが食べたいです。,처음 시도해 볼 메뉴를 추천할 때는 ‘まずは〜してみるといいと思います’가 매우 자연스럽습니다.,real,5,1,처음인 사람에게 무난한 선택을 권할 때는 ‘まずは〜してみるといいと思います’를 자주 씁니다.
R236,N4,cafe,카페,recommend,추천,왜 카페라테를 추천하는지 이유를 물을 때,どうしてカフェラテがおすすめなんですか。,466.mp3,왜 카페라테를 추천하는 거예요?,まろやかで飲みやすいからです。,476.mp3,부드럽고 마시기 편하기 때문이에요.,たぶん、チーズケーキもまた頼むと思います。,今日はそこまで混んでいませんね。,カードでお願いします。,추천 이유를 간단히 말할 때는 ‘〜からです’가 가장 안정적입니다. ‘まろやかで飲みやすい’는 카페라테 설명에 자주 쓰입니다.,real,5,1,이유를 짧게 덧붙일 때는 ‘〜からです’로 마무리하면 가장 자연스럽습니다.
R237,N4,cafe,카페,recommend,추천,치즈케이크의 좋은 점이 무엇인지 물을 때,チーズケーキのほうは、どんなところがいいですか。,467.mp3,치즈케이크 쪽은 어떤 점이 좋아요?,甘すぎなくて、最後まで食べやすいところがいいですね。,477.mp3,너무 달지 않아서 끝까지 먹기 편한 점이 좋죠.,この店の雰囲気、けっこう好きです。,今日は時間があまりないんです。,少しだけメニューを見てみます。,좋은 점을 설명할 때는 ‘〜ところがいいですね’ 패턴이 자연스럽습니다. ‘最後まで食べやすい’는 디저트 설명에 잘 어울립니다.,real,5,1,메뉴의 장점을 말할 때는 ‘〜ところがいいですね’처럼 특징을 구체적으로 말하면 자연스럽습니다.
R238,N4,cafe,카페,recommend,추천,둘 중 무엇을 먼저 맛보는 것이 좋은지 물을 때,二つの中なら、どっちを先に味わったほうがいいと思いますか。,468.mp3,둘 중에서는 어느 쪽을 먼저 맛보는 게 좋다고 생각해요?,先にカフェラテを飲んでみたほうがいいと思います。,478.mp3,먼저 카페라테를 마셔 보는 편이 좋다고 생각해요.,このあと少し歩きたいですね。,一緒に食べると、よく合いますね。,今日はホットにしてみます。,순서를 추천할 때는 ‘先に〜したほうがいいと思います’가 기본 패턴입니다.,real,5,1,무엇을 먼저 해보는 편이 좋은지 말할 때는 ‘先に〜したほうがいいと思います’를 자주 씁니다.
R239,N4,cafe,카페,recommend,추천,추천받은 메뉴를 오늘 시도해 볼까 고민할 때,じゃあ、今日はそれを頼んでみようかな。,469.mp3,그럼 오늘은 그걸 주문해 볼까.,いいですね。たぶん気に入ると思いますよ。,479.mp3,좋네요. 아마 마음에 들 거예요.,今日はもう十分楽しめました。,この店は駅から近くて便利ですね。,水はあとで自分で取ります。,상대의 선택에 긍정적으로 반응할 때는 ‘いいですね’가 가장 무난합니다. 뒤에 ‘気に入ると思いますよ’를 붙이면 추천 느낌이 살아납니다.,real,5,1,"추천을 받아들인 상대에게는 ‘いいですね’로 받은 뒤, 기대감을 덧붙이면 자연스럽습니다."
R240,N4,cafe,카페,recommend,추천,추천을 들어서 안심하고 주문할 수 있을 것 같다고 말할 때,おすすめしてもらえたので、安心して頼めそうです。,470.mp3,추천해 주셔서 안심하고 주문할 수 있을 것 같아요.,それならよかったです。ゆっくり楽しんでくださいね。,480.mp3,그렇다면 다행이네요. 천천히 즐겨 보세요.,この前より少し空いていますね。,レシートは受け取っておきます。,今日はアイスにして正解でした。,상대가 안심했다고 말할 때는 ‘それならよかったです’로 부드럽게 받아주면 자연스럽습니다.,real,5,1,상대가 추천 덕분에 안심했다고 했을 때는 ‘それならよかったです’가 가장 자연스러운 반응입니다.
R241,N4,cafe,카페,bye,마무리,카페에서 슬슬 나갈지 제안할 때,そろそろ出ましょうか。,481.mp3,슬슬 나갈까요?,はい、私もそろそろ出ようかと思っていました。,491.mp3,"네, 저도 슬슬 나가려고 생각하고 있었어요。",カードでお願いします。,こちらこそ、ありがとうございました。,いいですね。今度また行きましょう。,상대가 먼저 나갈 타이밍을 꺼냈을 때 자연스럽게 맞장구쳐 보세요.,real,5,1,‘そろそろ〜しようかと思っていました’는 나도 마침 그렇게 생각하고 있었다고 자연스럽게 맞받아칠 때 자주 쓰입니다.
R242,N4,cafe,카페,bye,마무리,오늘 카페에서 여유롭게 보낸 것 같다고 말할 때,今日はゆっくりできましたね。,482.mp3,오늘 여유롭게 보냈네요.,そうですね。思っていたよりゆっくりできてよかったです。,492.mp3,그러게요. 생각보다 여유롭게 보낼 수 있어서 좋았어요.,はい、どちらも頼んでよかったです。,このあと少し歩きたいですね。,あとで水を取りに行きます。,오늘 생각보다 천천히 시간을 보낼 수 있어서 좋았다고 말해보세요.,real,5,1,‘思っていたより〜できてよかったです’는 예상보다 더 잘 되었다는 만족감을 부드럽게 전할 때 자연스럽습니다.
R243,N4,cafe,카페,bye,마무리,먹고 마신 메뉴 둘 다 만족스러웠다고 말할 때,カフェラテもチーズケーキもおいしかったですね。,483.mp3,카페라테도 치즈케이크도 맛있었어요.,はい、どちらも頼んでよかったです。,493.mp3,"네, 둘 다 시키길 잘했어요.",そうですね。次もまた来たいですね。,いいですね。今度また行きましょう。,そう言ってもらえてうれしいです。,둘 다 주문하길 잘했다고 자연스럽게 말해보세요.,real,5,1,두 가지 모두 만족스러웠을 때는 ‘どちらも頼んでよかったです’처럼 정리하면 자연스럽습니다.
R244,N4,cafe,카페,bye,마무리,이 가게에 또 오고 싶다고 말할 때,このお店、また来たくなりますね。,484.mp3,"이 가게, 또 오고 싶어지네요.",そうですね。次もまた来たいですね。,494.mp3,그러게요. 다음에도 또 오고 싶네요.,カードでお願いします。,私もです。楽しい時間でした。,こちらこそ、ありがとうございました。,다음에도 또 오고 싶다는 느낌으로 가볍게 받아 보세요.,real,5,1,‘また来たいですね’는 가게에 대한 좋은 인상을 말할 때 가장 기본적이고 자연스럽게 쓰입니다.
